id,name,category,measure,date,non_compliance
KWT,Kuwait,Public health measures,Introduction of quarantine policies,2020-03-17,Not available
KWT,Kuwait,Social distancing,Limit public gatherings,2020-03-13,Not available
KWT,Kuwait,Social distancing,Limit public gatherings,2020-03-18,Not available
KWT,Kuwait,Social distancing,Schools closure,2020-02-26,Not applicable
KWT,Kuwait,Movement restrictions,International flights suspension,2020-02-20,Not applicable
KWT,Kuwait,Governance and socio-economic measures,Limit product imports/exports,,Not applicable
KWT,Kuwait,Social distancing,Public services closure,2020-03-28,Not available
KWT,Kuwait,Public health measures,Introduction of quarantine policies,2020-03-24,Not applicable
KWT,Kuwait,Public health measures,Awareness campaigns,2020-04-04,Not applicable
KWT,Kuwait,Governance and socio-economic measures,Economic measures,2020-04-04,Not applicable
KWT,Kuwait,Social distancing,Limit public gatherings,2020-04-04,Not available
KWT,Kuwait,Public health measures,Health screenings in airports and border crossings,2020-04-03,Not applicable
KWT,Kuwait,Movement restrictions,Surveillance and monitoring,2020-04-03,Not available
KWT,Kuwait,Social distancing,Public services closure,2020-04-01,Not available
KWT,Kuwait,Movement restrictions,Visa restrictions,,fines
KWT,Kuwait,Governance and socio-economic measures,Economic measures,2020-04-01,Not applicable
KGZ,Kyrgyzstan,Movement restrictions,Visa restrictions,2020-03-14,Not applicable
KGZ,Kyrgyzstan,Public health measures,Introduction of quarantine policies,2020-03-14,Not applicable
KGZ,Kyrgyzstan,Public health measures,Health screenings in airports and border crossings,2020-03-14,Not applicable
KGZ,Kyrgyzstan,Movement restrictions,International flights suspension,2020-03-14,Not applicable
KGZ,Kyrgyzstan,Movement restrictions,Border closure,2020-03-14,Not applicable
KGZ,Kyrgyzstan,Movement restrictions,Additional health/documents requirements upon arrival,,Not applicable
KGZ,Kyrgyzstan,Public health measures,Strengthening the public health system,2020-03-11,Not applicable
KGZ,Kyrgyzstan,Public health measures,Testing policy,2020-02-25,Not available
KGZ,Kyrgyzstan,Public health measures,Strengthening the public health system,2020-02-14,Not applicable
KGZ,Kyrgyzstan,Public health measures,Awareness campaigns,2020-02-04,Not applicable
KGZ,Kyrgyzstan,Public health measures,Awareness campaigns,2020-02-01,Not applicable
KGZ,Kyrgyzstan,Movement restrictions,Surveillance and monitoring,2020-01-22,Not available
KGZ,Kyrgyzstan,Public health measures,Health screenings in airports and border crossings,2020-01-25,Not available
LAO,Lao PDR,Public health measures,Introduction of quarantine policies,,Not applicable
LAO,Lao PDR,Movement restrictions,Visa restrictions,,Not applicable
LAO,Lao PDR,Movement restrictions,International flights suspension,2020-02-17,Not applicable
LAO,Lao PDR,Public health measures,Health screenings in airports and border crossings,2020-02-17,Not applicable
LAO,Lao PDR,Movement restrictions,Additional health/documents requirements upon arrival,2020-02-17,Not applicable
LAO,Lao PDR,Movement restrictions,Additional health/documents requirements upon arrival,,Not applicable
LVA,Latvia,Public health measures,Introduction of quarantine policies,2020-03-12,Not applicable
LVA,Latvia,Movement restrictions,Border closure,2020-03-17,Not applicable
LVA,Latvia,Social distancing,Limit public gatherings,2020-03-15,Not applicable
LVA,Latvia,Public health measures,General recommendations,2020-03-13,Not applicable
LVA,Latvia,Social distancing,Schools closure,2020-03-17,Not applicable
LVA,Latvia,Public health measures,Strengthening the public health system,2020-01-31,Not applicable
LVA,Latvia,Governance and socio-economic measures,State of emergency declared,2020-03-14,Not applicable
LVA,Latvia,Governance and socio-economic measures,Economic measures,2020-03-19,Not applicable
LVA,Latvia,Social distancing,Limit public gatherings,2020-03-16,Not available
LVA,Latvia,Social distancing,Schools closure,2020-03-14,Not applicable
LVA,Latvia,Social distancing,Limit public gatherings,2020-03-14,Not available
LVA,Latvia,Social distancing,Changes in prison-related policies,2020-03-14,Not applicable
LVA,Latvia,Movement restrictions,Visa restrictions,2020-03-14,Not applicable
LVA,Latvia,Public health measures,Awareness campaigns,2020-03-24,Not applicable
LVA,Latvia,Governance and socio-economic measures,Economic measures,2020-03-24,Not applicable
LVA,Latvia,Governance and socio-economic measures,Economic measures,2020-03-24,Not applicable
LVA,Latvia,Governance and socio-economic measures,Economic measures,2020-03-25,Not applicable
LVA,Latvia,Social distancing,Public services closure,2020-03-25,Not available
LVA,Latvia,Social distancing,limit public gatherings,2020-03-30,Not applicable
LVA,Latvia,Public health measures,Strengthening the public health system,2020-03-26,Not applicable
LVA,Latvia,Governance and socio-economic measures,Economic measures,2020-03-26,Not applicable
LVA,Latvia,Social distancing,limit public gatherings,2020-03-29,Not available
LVA,Latvia,Movement restrictions,Surveillance and monitoring,2020-03-29,Not applicable
LVA,Latvia,Public health measures,Awareness campaigns,2020-04-03,Not applicable
LVA,Latvia,Public health measures,General recommendations,2020-04-03,Not applicable
LVA,Latvia,Social distancing,Public services closure,2020-03-30,Not applicable
LVA,Latvia,Governance and socio-economic measures,Economic measures,2020-04-02,Not applicable
LBN,Lebanon,Movement restrictions,Visa restrictions,2020-03-16,
LBN,Lebanon,Movement restrictions,International flights suspension,2020-03-11,
LBN,Lebanon,Public health measures,Introduction of quarantine policies,2020-02-16,
LBN,Lebanon,Social distancing,Limit public gatherings,2020-03-16,
LBN,Lebanon,Social distancing,Schools closure,2020-03-09,
LBN,Lebanon,Movement restrictions,Border closure,2020-03-12,
LBN,Lebanon,Governance and socio-economic measures,State of emergency declared,2020-03-16,
LBN,Lebanon,Movement restrictions,Complete border closure,2020-03-16,
LBN,Lebanon,Public health measures,Health screenings in airports and border crossings,2020-03-10,
LBN,Lebanon,Public health measures,Introduction of quarantine policies,2020-03-10,
LBN,Lebanon,Movement restrictions,Border closure,2020-03-18,
LBN,Lebanon,Movement restrictions,International flights suspension,2020-03-11,
LBN,Lebanon,Social distancing,Public services closure,2020-03-11,
LBN,Lebanon,Movement restrictions,International flights suspension,2020-03-18,
LBN,Lebanon,Movement restrictions,Surveillance and monitoring,2020-02-21,Not applicable
LBN,Lebanon,Movement restrictions,Curfews,2020-03-26,Not available
LBN,Lebanon,Social distancing,Public services closure,2020-03-26,Not available
LBN,Lebanon,Movement restrictions,Curfews,2020-03-18,Not available
LBN,Lebanon,Governance and socio-economic measures,Economic measures,2020-03-24,Not available
LSO,Lesotho,Public health measures,Introduction of quarantine policies,2020-03-06,Not applicable
LSO,Lesotho,Public health measures,Health screenings in airports and border crossings,2020-03-06,Not applicable
LSO,Lesotho,Public health measures,Introduction of quarantine policies,2020-03-18,
LSO,Lesotho,Social distancing,Schools closure,2020-03-19,
LSO,Lesotho,Governance and socio-economic measures,State of emergency declared,2020-03-18,
LSO,Lesotho,Lockdown,Partial lockdown,2020-03-30,
LSO,Lesotho,Social distancing,Public services closure,2020-03-30,
LSO,Lesotho,Social distancing,Limit public gatherings,2020-03-30,
LSO,Lesotho,Movement restrictions,Border closure,2020-03-30,
LSO,Lesotho,Social distancing,Limit public gatherings,2020-03-30,
LSO,Lesotho,Movement restrictions,Surveillance and monitoring,2020-03-30,
LBR,Liberia,Public health measures,Health screenings in airports and border crossings,2020-03-09,
LBR,Liberia,Public health measures,Introduction of quarantine policies,2020-03-10,
LBR,Liberia,Public health measures,Awareness campaigns,2020-03-13,
LBR,Liberia,Governance and socio-economic measures,State of emergency declared,2020-03-22,
LBR,Liberia,Social distancing,Schools closure,2020-03-22,
LBR,Liberia,Social distancing,Public services closure,2020-03-22,
LBR,Liberia,Social distancing,Public services closure,2020-03-22,
LBR,Liberia,Social distancing,Limit public gatherings,2020-03-22,
LBR,Liberia,Social distancing,Public services closure,2020-03-22,
LBR,Liberia,Social distancing,Public services closure,2020-03-22,
LBR,Liberia,Social distancing,Public services closure,2020-03-22,
LBR,Liberia,Social distancing,Limit public gatherings,2020-03-22,
LBR,Liberia,Movement restrictions,International flights suspension,2020-03-24,
LBR,Liberia,Social distancing,Limit public gatherings,2020-03-22,
LBR,Liberia,Social distancing,Limit public gatherings,2020-03-22,
LBR,Liberia,Public health measures,General recommendations,2020-03-22,
LBR,Liberia,Social distancing,Public services closure,2020-03-22,
LBR,Liberia,Public health measures,General recommendations,2020-03-22,
LBR,Liberia,Public health measures,General recommendations,2020-03-22,
LBR,Liberia,Public health measures,General recommendations,2020-03-10,
LBY,Libya,Governance and socio-economic measures,State of emergency declared,2020-03-15,Not applicable
LBY,Libya,Movement restrictions,Border closure,2020-03-16,Not applicable
LBY,Libya,Movement restrictions,International flights suspension,2020-03-16,Not applicable
LBY,Libya,Social distancing,Limit public gatherings,2020-03-16,Not available
LBY,Libya,Social distancing,Schools closure,2020-03-13,Not applicable
LBY,Libya,Social distancing,Public services closure,2020-03-16,Not applicable
LBY,Libya,Movement restrictions,Border closure,2020-03-16,Not applicable
LBY,Libya,Social distancing,Limit public gatherings,2020-03-16,Not available
LBY,Libya,Public health measures,Strengthening the public health system,2020-03-16,Not applicable
LBY,Libya,Social distancing,Changes in prison-related policies,2020-03-30,Not applicable
LBY,Libya,Public health measures,General recommendations,2020-02-24,Not applicable
LBY,Libya,Public health measures,Strengthening the public health system,2020-03-24,Not applicable
LBY,Libya,Movement restrictions,Curfews,2020-03-18,Not available
LBY,Libya,Public health measures,Strengthening the public health system,2020-03-30,Not applicable
LBY,Libya,Lockdown,Full lockdown,2020-03-29,Not applicable
LBY,Libya,Public health measures,Strengthening the public health system,2020-03-28,Not applicable
LBY,Libya,Public health measures,strengthening the public health system,2020-03-26,Not applicable
LBY,Libya,Public health measures,Strengthening the public health system,2020-03-25,Not applicable
LBY,Libya,Public health measures,General recommendations,2020-03-30,Not applicable
LBY,Libya,Movement restrictions,Curfews,2020-03-21,Not available
LBY,Libya,Movement restrictions,Curfews,2020-03-21,Not available
LBY,Libya,Movement restrictions,Domestic travel restrictions,2020-03-21,Not available
LBY,Libya,Social distancing,Public services closure,2020-03-21,Not available
LBY,Libya,Social distancing,Limit public gatherings,2020-03-21,Not available
LTU,Lithuania,Public health measures,Introduction of quarantine policies,,Not applicable
LTU,Lithuania,Movement restrictions,Border closure,2020-03-16,Not applicable
LTU,Lithuania,Movement restrictions,Domestic travel restrictions,2020-03-16,Not applicable
LTU,Lithuania,Movement restrictions,Border closure,2020-03-16,Not applicable
LTU,Lithuania,Public health measures,Introduction of quarantine policies,2020-03-16,Not applicable
LTU,Lithuania,Social distancing,Changes in prison-related policies,2020-03-16,Not applicable
LTU,Lithuania,Social distancing,Public services closure,2020-03-16,Not applicable
LTU,Lithuania,Social distancing,Limit public gatherings,2020-03-16,Not applicable
LTU,Lithuania,Public health measures,Strengthening the public health system,2020-03-16,Not applicable
LTU,Lithuania,Social distancing,Public services closure,2020-03-16,Not applicable
LTU,Lithuania,Public health measures,General recommendations,2020-03-16,Not applicable
LTU,Lithuania,Governance and socio-economic measures,State of emergency declared,2020-02-26,Not applicable
LTU,Lithuania,Social distancing,Schools closure,2020-03-16,Not applicable
LTU,Lithuania,Public health measures,Introduction of quarantine policies,2020-03-24,Fines
LTU,Lithuania,Social distancing,Limit public gatherings,2020-03-24,Not applicable
LTU,Lithuania,Public health measures,Strengthening the public health system,2020-03-20,Not applicable
LTU,Lithuania,Public health measures,Strengthening the public health system,2020-03-12,Not applicable
LTU,Lithuania,Social distancing,Limit public gatherings,2020-03-11,Not applicable
LTU,Lithuania,Movement restrictions,Border checks,2020-01-27,Not applicable
LTU,Lithuania,Governance and socio-economic measures,Economic measures,2020-03-16,Not applicable
LTU,Lithuania,Public health measures,Psychological assistance and medical social work,2020-03-25,Not applicable
LTU,Lithuania,Movement restrictions,International flights suspension,2020-04-04,Not applicable
LTU,Lithuania,Social distancing,Public services closure,2020-03-31,Not available
LTU,Lithuania,Governance and socio-economic measures,Economic measures,2020-04-01,Not applicable
LTU,Lithuania,Public health measures,Strengthening the public health system,2020-03-31,Not applicable
LTU,Lithuania,Public health measures,Strengthening the public health system,,Not applicable
LTU,Lithuania,Governance and socio-economic measures,Economic measures,2020-03-30,
LTU,Lithuania,Public health measures,Testing policy,2020-03-27,Not applicable
LUX,Luxembourg,Lockdown,Partial lockdown,2020-03-16,Not available
LUX,Luxembourg,Social distancing,Schools closure,2020-03-16,Not applicable
LUX,Luxembourg,Social distancing,Limit public gatherings,2020-03-16,Not available
LUX,Luxembourg,Public health measures,Awareness campaigns,2020-02-29,Not applicable
LUX,Luxembourg,Public health measures,Awareness campaigns,,Not applicable
LUX,Luxembourg,Governance and socio-economic measures,State of emergency declared,2020-03-18,Not applicable
LUX,Luxembourg,Lockdown,Partial lockdown,2020-03-17,Fines
LUX,Luxembourg,Governance and socio-economic measures,Economic measures,2020-03-17,Not applicable
LUX,Luxembourg,Social distancing,Public services closure,2020-03-13,Not applicable
LUX,Luxembourg,Social distancing,Limit public gatherings,2020-03-13,Not applicable
LUX,Luxembourg,Public health measures,General recommendations,2020-03-13,Not applicable
LUX,Luxembourg,Public health measures,Strengthening the public health system,2020-03-18,Not applicable
LUX,Luxembourg,Governance and socio-economic measures,Emergency administrative structures activated or established,2020-03-11,Not applicable
LUX,Luxembourg,Social distancing,Limit public gatherings,2020-03-19,Not applicable
LUX,Luxembourg,Social distancing,Public services closure,2020-03-20,Not applicable
LUX,Luxembourg,Public health measures,Strengthening the public health system,2020-03-23,Not applicable
LUX,Luxembourg,Public health measures,Psychological assistance and medical social work,2020-04-01,Not applicable
LUX,Luxembourg,Public health measures,Strengthening the public health system,2020-03-26,Not applicable
LUX,Luxembourg,Public health measures,Strengthening the public health system,,Not applicable
LUX,Luxembourg,Governance and socio-economic measures,Economic measures,2020-03-27,Not applicable
LUX,Luxembourg,Governance and socio-economic measures,Economic measures,2020-03-30,Not applicable
LUX,Luxembourg,Governance and socio-economic measures,Economic measures,2020-03-30,Not applicable
LUX,Luxembourg,Public health measures,Strengthening the public health system,2020-03-27,Not applicable
LUX,Luxembourg,Public health measures,General recommendations,2020-04-01,Not applicable
LUX,Luxembourg,Social distancing,Public services closure,2020-03-17,Not applicable
LUX,Luxembourg,Social distancing,Public services closure,2020-03-22,Not applicable
LUX,Luxembourg,Social distancing,Limit public gatherings,2020-03-26,Not applicable
LUX,Luxembourg,Social distancing,Limit public gatherings,2020-03-27,Not applicable
LUX,Luxembourg,Governance and socio-economic measures,Economic measures,2020-03-27,Not applicable
LUX,Luxembourg,Governance and socio-economic measures,Economic measures,2020-03-27,Not applicable
MDG,Madagascar,Movement restrictions,International flights suspension,2020-03-10,Not applicable
MDG,Madagascar,Public health measures,Introduction of quarantine policies,2020-03-10,Not applicable
MDG,Madagascar,Movement restrictions,International flights suspension,2020-03-19,
MDG,Madagascar,Public health measures,Introduction of quarantine policies,2020-03-19,
MDG,Madagascar,Movement restrictions,Visa restrictions,2020-03-20,
MDG,Madagascar,Movement restrictions,International flights suspension,2020-03-21,Not applicable
MDG,Madagascar,Movement restrictions,Border closure,2020-03-15,Not applicable
MDG,Madagascar,Movement restrictions,Curfews,2020-03-23,Not available
MDG,Madagascar,Governance and socio-economic measures,State of emergency declared,2020-03-21,Not applicable
MDG,Madagascar,Social distancing,Schools closure,2020-03-21,Not applicable
MDG,Madagascar,Social distancing,Public services closure,2020-03-23,Not applicable
MDG,Madagascar,Social distancing,Limit public gatherings,2020-03-21,Not applicable
MDG,Madagascar,Public health measures,Health screenings in airports and border crossings,2020-03-21,Not applicable
MDG,Madagascar,Public health measures,Introduction of quarantine policies,2020-03-21,Not applicable
MDG,Madagascar,Social distancing,Limit public gatherings,2020-03-23,Not available
MDG,Madagascar,Movement restrictions,Domestic travel restrictions,2020-03-23,Not applicable
MDG,Madagascar,Movement restrictions,International flights suspension,2020-03-25,Not applicable
MDG,Madagascar,Lockdown,Partial lockdown,2020-03-28,Up to detention
MDG,Madagascar,Social distancing,Limit public gatherings,2020-03-23,Not available
MDG,Madagascar,Governance and socio-economic measures,Economic measures,2020-03-26,Not available
MDG,Madagascar,Governance and socio-economic measures,Emergency administrative structures activated or established,2020-03-23,Not applicable
MWI,Malawi,Public health measures,Health screenings in airports and border crossings,2020-03-02,
MWI,Malawi,Public health measures,Introduction of quarantine policies,2020-03-02,
MWI,Malawi,Governance and socio-economic measures,State of emergency declared,2020-03-20,
MWI,Malawi,Public health measures,Introduction of quarantine policies,2020-03-16,
MWI,Malawi,Social distancing,Schools closure,2020-03-23,
MWI,Malawi,Public health measures,Health screenings in airports and border crossings,2020-03-20,
MWI,Malawi,Social distancing,Limit public gatherings,2020-03-20,
MWI,Malawi,Public health measures,General recommendations,2020-03-20,
MWI,Malawi,Social distancing,Limit public gatherings,2020-03-20,
MWI,Malawi,Movement restrictions,Visa restrictions,2020-03-20,
MWI,Malawi,Movement restrictions,Visa restrictions,2020-03-20,
MWI,Malawi,Public health measures,Introduction of quarantine policies,2020-03-20,
MWI,Malawi,Public health measures,General recommendations,2020-03-23,
MWI,Malawi,Social distancing,Limit public gatherings,2020-04-04,
MWI,Malawi,Social distancing,Limit public gatherings,2020-04-04,
MWI,Malawi,Public health measures,General recommendations,2020-04-04,
MWI,Malawi,Public health measures,General recommendations,2020-04-04,
MWI,Malawi,Social distancing,Changes in prison-related policies,2020-04-04,
MWI,Malawi,Governance and socio-economic measures,Economic measures,2020-04-04,
MWI,Malawi,Governance and socio-economic measures,Economic measures,2020-04-04,
MWI,Malawi,Governance and socio-economic measures,Economic measures,2020-04-04,
MWI,Malawi,Governance and socio-economic measures,Economic measures,2020-04-04,
MWI,Malawi,Governance and socio-economic measures,Economic measures,2020-04-04,
MWI,Malawi,Governance and socio-economic measures,Economic measures,2020-04-04,
MWI,Malawi,Governance and socio-economic measures,Economic measures,2020-04-04,
MWI,Malawi,Governance and socio-economic measures,Economic measures,2020-04-04,
MWI,Malawi,Governance and socio-economic measures,Economic measures,2020-04-04,
MYS,Malaysia,Public health measures,Health screenings in airports and border crossings,2020-03-11,Refusal to enter the country
MYS,Malaysia,Social distancing,Limit public gatherings,2020-03-11,Not applicable
MYS,Malaysia,Movement restrictions,Visa restrictions,2020-03-13,Not applicable
MYS,Malaysia,Movement restrictions,Visa restrictions,2020-03-08,Not applicable
MYS,Malaysia,Public health measures,General recommendations,2020-03-13,Not available
MYS,Malaysia,Movement restrictions,Surveillance and monitoring,2020-03-21,Arrest/Detention
MYS,Malaysia,Movement restrictions,Surveillance and monitoring,2020-03-18,Arrest/Detention
MYS,Malaysia,Movement restrictions,Surveillance and monitoring,2020-03-17,Arrest/Detention
MYS,Malaysia,Movement restrictions,Border closure,2020-03-17,Refusal to enter the country
MYS,Malaysia,Governance and socio-economic measures,Economic measures,2020-03-17,Legal action
MYS,Malaysia,Lockdown,Partial lockdown,2020-03-18,Up to detention
MYS,Malaysia,Movement restrictions,Border closure,2020-03-18,Refusal to enter the country
MYS,Malaysia,Movement restrictions,Additional health/documents requirements upon arrival,2020-03-18,Refusal to enter the country
MYS,Malaysia,Movement restrictions,Additional health/documents requirements upon arrival,2020-03-18,Refusal to enter the country
MYS,Malaysia,Movement restrictions,Domestic travel restrictions,2020-03-18,Other (add in comments)
MYS,Malaysia,Movement restrictions,Visa restrictions,2020-03-18,Refusal to enter the country
MYS,Malaysia,Public health measures,Health screenings in airports and border crossings,2020-03-18,Not available
MYS,Malaysia,Lockdown,Partial lockdown,2020-03-18,Arrest/Detention
MYS,Malaysia,Movement restrictions,Visa restrictions,2020-03-18,Arrest/Detention
MYS,Malaysia,Public health measures,Introduction of quarantine policies,2020-03-18,Not available
MYS,Malaysia,Movement restrictions,Visa restrictions,2020-03-18,Refusal to enter the country
MYS,Malaysia,Social distancing,Schools closure,2020-03-18,Not applicable
MYS,Malaysia,Social distancing,Limit public gatherings,2020-03-16,Not available
MYS,Malaysia,Movement restrictions,Domestic travel restrictions,2020-03-18,Not available
MYS,Malaysia,Lockdown,Partial lockdown,2020-03-24,Not available
MYS,Malaysia,Public health measures,General recommendations,2020-03-24,Not available
MYS,Malaysia,Governance and socio-economic measures,Economic measures,2020-03-22,Not applicable
MYS,Malaysia,Movement restrictions,Surveillance and monitoring,2020-03-22,Arrest/Detention
MYS,Malaysia,Public health measures,Awareness campaigns,2020-03-22,Not applicable
MYS,Malaysia,Movement restrictions,Border closure,2020-03-08,Not applicable
MYS,Malaysia,Movement restrictions,Visa restrictions,2020-03-12,Refusal to enter the country
MYS,Malaysia,Social distancing,Limit public gatherings,2020-03-12,Not available
MYS,Malaysia,Public health measures,Introduction of quarantine policies,2020-03-16,Not available
MYS,Malaysia,Movement restrictions,Border checks,2020-03-15,Not applicable
MYS,Malaysia,Movement restrictions,Border closure,2020-03-18,Not available
MYS,Malaysia,Lockdown,Full lockdown,2020-03-27,Not available
MYS,Malaysia,Movement restrictions,Surveillance and monitoring,2020-03-27,Not available
MYS,Malaysia,Public health measures,Awareness campaigns,2020-03-26,Not applicable
MYS,Malaysia,Lockdown,Partial lockdown,2020-03-25,Arrest/Detention
MYS,Malaysia,Movement restrictions,Curfews,2020-03-25,Legal action
MYS,Malaysia,Movement restrictions,Domestic travel restrictions,2020-03-24,Not available
MYS,Malaysia,Movement restrictions,Domestic travel restrictions,2020-03-24,Arrest/Detention
MYS,Malaysia,Public health measures,Strengthening the public health system,2020-03-25,Not applicable
MYS,Malaysia,Movement restrictions,Curfews,2020-03-24,Arrest/Detention
MYS,Malaysia,Public health measures,Strengthening the public health system,2020-03-24,Not available
MYS,Malaysia,Governance and socio-economic measures,Economic measures,2020-03-23,Not applicable
MYS,Malaysia,Governance and socio-economic measures,Economic measures,2020-02-20,Not applicable
MYS,Malaysia,Governance and socio-economic measures,Economic measures,2020-03-23,Not applicable
MYS,Malaysia,Governance and socio-economic measures,Economic measures,2020-03-23,Not applicable
MYS,Malaysia,Governance and socio-economic measures,Economic measures,2020-03-27,Not applicable
MYS,Malaysia,Governance and socio-economic measures,Economic measures,2020-03-27,Not applicable
MYS,Malaysia,Governance and socio-economic measures,Economic measures,2020-03-27,Not applicable
MYS,Malaysia,Governance and socio-economic measures,Economic measures,2020-03-27,Not applicable
MYS,Malaysia,Governance and socio-economic measures,Economic measures,2020-03-27,Not applicable
MYS,Malaysia,Governance and socio-economic measures,Economic measures,2020-03-27,Not applicable
MYS,Malaysia,Public health measures,Awareness campaigns,2020-03-27,Not applicable
MYS,Malaysia,Movement restrictions,Surveillance and monitoring,2020-03-28,Other (add in comments)
MYS,Malaysia,Lockdown,Full lockdown,2020-03-29,Arrest/Detention
MYS,Malaysia,Movement restrictions,Curfews,2020-04-01,Not available
MYS,Malaysia,Lockdown,Partial lockdown,2020-04-01,Arrest/Detention
MYS,Malaysia,Lockdown,Full lockdown,2020-03-31,Arrest/Detention
MYS,Malaysia,Public health measures,Introduction of quarantine policies,2020-04-03,Not available
MYS,Malaysia,Social distancing,Limit public gatherings,2020-03-29,Not applicable
MYS,Malaysia,Public health measures,Awareness campaigns,2020-04-01,Not applicable
MYS,Malaysia,Public health measures,Strengthening the public health system,2020-04-02,Not applicable
MLI,Mali,Public health measures,Health screenings in airports and border crossings,2020-03-11,Not applicable
MLI,Mali,Public health measures,Introduction of quarantine policies,2020-03-11,Not applicable
MLI,Mali,Social distancing,Limit public gatherings,2020-03-11,Not applicable
MLI,Mali,Public health measures,General recommendations,2020-03-11,Not applicable
MLI,Mali,Movement restrictions,International flights suspension,2020-03-19,Not applicable
MLI,Mali,Social distancing,Schools closure,2020-03-19,Not applicable
MLI,Mali,Social distancing,Limit public gatherings,2020-03-19,Not available
MLI,Mali,Social distancing,Limit public gatherings,2020-03-19,Not applicable
MLI,Mali,Social distancing,Limit public gatherings,2020-03-19,Not applicable
MLI,Mali,Governance and socio-economic measures,Economic measures,2020-03-19,Not applicable
MLT,Malta,Movement restrictions,International flights suspension,2020-03-08,Not applicable
MLT,Malta,Movement restrictions,International flights suspension,2020-03-11,Not applicable
MLT,Malta,Public health measures,Introduction of quarantine policies,2020-03-11,Not applicable
MLT,Malta,Public health measures,Health screenings in airports and border crossings,2020-02-23,Not applicable
MLT,Malta,Public health measures,Introduction of quarantine policies,2020-02-27,Not applicable
MLT,Malta,Social distancing,Schools closure,2020-03-13,Not applicable
MLT,Malta,Public health measures,Introduction of quarantine policies,2020-03-13,Fines
MLT,Malta,Movement restrictions,Visa restrictions,,Fines
MLT,Malta,Public health measures,General recommendations,2020-01-19,Not applicable
MLT,Malta,Public health measures,Testing policy,2020-03-02,Not applicable
MLT,Malta,Social distancing,Public services closure,2020-03-23,Fines
MLT,Malta,Movement restrictions,International flights suspension,2020-03-20,
MLT,Malta,Governance and socio-economic measures,Economic measures,2020-03-19,Not applicable
MLT,Malta,Social distancing,Limit public gatherings,2020-03-17,Fines
MLT,Malta,Public health measures,Strengthening the public health system,2020-03-28,Not applicable
MLT,Malta,Public health measures,General recommendations,2020-03-26,Not applicable
MRT,Mauritania,Public health measures,Introduction of quarantine policies,2020-03-17,Not applicable
MRT,Mauritania,Movement restrictions,Border closure,2020-03-17,Not applicable
MRT,Mauritania,Social distancing,Limit public gatherings,2020-03-17,Not applicable
MRT,Mauritania,Public health measures,Health screenings in airports and border crossings,2020-02-05,Not applicable
MRT,Mauritania,Movement restrictions,International flights suspension,2020-03-17,Not applicable
MRT,Mauritania,Public health measures,Introduction of quarantine policies,2020-02-05,
MRT,Mauritania,Public health measures,Awareness campaigns,2020-01-29,
MRT,Mauritania,Movement restrictions,Curfews,2020-03-19,
MRT,Mauritania,Movement restrictions,International flights suspension,2020-03-24,
MRT,Mauritania,Movement restrictions,Border checks,2020-03-20,
MRT,Mauritania,Social distancing,Schools closure,2020-03-17,
MRT,Mauritania,Social distancing,Public services closure,2020-03-19,
MRT,Mauritania,Social distancing,Limit public gatherings,2020-03-19,
MRT,Mauritania,Movement restrictions,Surveillance and monitoring,2020-03-21,
MRT,Mauritania,Movement restrictions,Border closure,2020-03-22,
MRT,Mauritania,Governance and socio-economic measures,Economic measures,2020-03-25,
MRT,Mauritania,Governance and socio-economic measures,Economic measures,2020-03-25,
MRT,Mauritania,Governance and socio-economic measures,Economic measures,2020-03-25,
MRT,Mauritania,Movement restrictions,Domestic travel restrictions,2020-03-29,
MRT,Mauritania,Social distancing,Limit public gatherings,2020-03-29,
MRT,Mauritania,Social distancing,Limit public gatherings,2020-03-27,
MEX,Mexico,Public health measures,General recommendations,,Not applicable
MEX,Mexico,Public health measures,General recommendations,2020-03-23,Not applicable
MEX,Mexico,Social distancing,Limit public gatherings,2020-03-23,Not applicable
MEX,Mexico,Social distancing,Schools closure,2020-03-20,Not applicable
MEX,Mexico,Movement restrictions,Border closure,2020-03-21,Not applicable
MEX,Mexico,Social distancing,Public services closure,2020-03-26,Not applicable
MEX,Mexico,Governance and socio-economic measures,State of emergency declared,2020-03-30,Not applicable
MEX,Mexico,Lockdown,Partial lockdown,2020-03-30,Other (add in comments)
MEX,Mexico,Social distancing,Limit public gatherings,2020-03-30,Not available
MDA,Moldova Republic Of,Movement restrictions,International flights suspension,2020-03-14,
MDA,Moldova Republic Of,Movement restrictions,International flights suspension,2020-03-15,
MDA,Moldova Republic Of,Movement restrictions,Visa restrictions,,
MDA,Moldova Republic of,Governance and socio-economic measures,State of emergency declared,2020-03-16,
MDA,Moldova Republic of,Social distancing,Public services closure,2020-03-16,
MDA,Moldova Republic of,Social distancing,Schools closure,2020-03-16,
MDA,Moldova Republic of,Movement restrictions,International flights suspension,2020-03-17,
MDA,Moldova Republic of,Movement restrictions,Border closure,2020-03-17,
MDA,Moldova Republic of,Public health measures,Health screenings in airports and border crossings,2020-03-17,
MDA,Moldova Republic of,Social distancing,Public services closure,2020-03-25,Not available
MDA,Moldova Republic of,Lockdown,Full lockdown,2020-03-25,Not available
MDA,Moldova Republic of,Social distancing,Public services closure,2020-03-24,Not available
MDA,Moldova Republic of,Governance and socio-economic measures,Military deployment,2020-03-25,Not available
MDA,Moldova Republic of,Public health measures,Strengthening the public health system,2020-04-01,Not applicable
MNG,Mongolia,Movement restrictions,Domestic travel restrictions,2020-03-11,
